Product Name,msku,Opening Stock,Buffer Stock,TLCQ,BLR7,BLR8,BOM5,BOM7,CCU1,CCX1,DEL4,DEL5,DEX3,PNQ2,PNQ3,SDED,SDEE,XHJ9,last_updated
Spining_Wheel,CSTE_O0441_OT_Spining_Wheel_Wooden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Squeeze white,CSTE_O0442_OT_Squeeze_White,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Squeeze Yellow,CSTE_O0443_OT_Squeeze_Yellow,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Squeeze Purple,CSTE_O0444_OT_Squeeze_Purple,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Rubber Glue Sand Monkey,CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:33
Rubber Glue Sand Pig,CSTE_O0446_OT_Glue_Sand_Rubber_Pig,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Clip Rope,CSTE_AMZ001_OT_Clip_Rope,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Nylon Rope,CSTE_AMZ002_OT_Rope_Nylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Shoes Wipe,CSTE_AMZ003_OT_Shoes_Wipe_Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Hair Remover Stone,CSTE_AMZ004_OT_Hair_Remover_Stone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Airtight Container 700ml,CSTE_AMZ005_OT_Airtight_Container_700ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Airtight Container 1100ml,CSTE_AMZ006_OT_Airtight_Container_1100ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Illusion mat Black & White Small,Caaju_home_DS_3DCarpet_B&W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Foldable Shoe Rack,Caaju_home_DS_Foldable_ShoeRack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Bamboo Socks Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
K9 Microphone,XEXY_0002_Accs_Electronics_Mic_K9,69,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
K15 Microphone,XEXY_0003_Accs_Electronics_Mic_K15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
USB Hub Adaptor,XEXY_0004_Accs_Electronics_USB_Hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Tripod K31,XEXY_0005_Accs_Electronics_Tripod_K31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Lightning OTG Adapter,XEXY_0006_Accs_Electronics_OTG_Adapter,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Breathing Otter Grey,CSTE_0549_ST_Animal_Breathing_Otter_Grey,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
Kangaroo plush toy,CSTE_O0447_OT_Kangaroo_Plush,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-22 00:40:32
